Company,Product,TypeName,Inches,ScreenResolution,Ram,OpSys,Cpu Brand,Cpu Model,Cpu Rate,HD,SSD,HDD,Flash Storage,Hybrid,Gpu Brand,Gpu Model,Unnamed: 17,Price_euros
HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256.0,256,0.0,0.0,0.0,AMD,Radeon R7 M365X,,1296.99
HP,Envy 13-AB077cl,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1149.0
Toshiba,Tecra Z50-C-140,Notebook,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6600U,2.6GHz,256.0,256,0.0,0.0,0.0,Nvidia,GeForce 930M,,1975.0
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 620,,1825.0
Dell,Latitude 3580,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 520,,729.9
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1650.0
HP,Probook 650,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1165.0
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,1.0,0,1.0,0.0,0.0,Intel,HD Graphics 620,,708.06
HP,ProBook 640,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 520,,1149.0
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 520,,1579.0
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16GB,Windows 10,Intel,Core i7 6560U,2.2GHz,1.0,1,0.0,0.0,0.0,Intel,Iris Graphics 540,,1799.0
Toshiba,Tecra Z40-C-12X,Notebook,14.0,IPS Panel Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,128.0,128,0.0,0.0,0.0,Intel,HD Graphics 520,,1105.0
HP,EliteBook 820,Netbook,12.5,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1669.0
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6006U,2.0GHz,1.0,0,1.0,0.0,0.0,Intel,HD Graphics 520,,558.6
MSI,GP62M Leopard,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 1050,,1199.0
Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1639.0
Dell,Alienware 17,Gaming,17.3,2560x1440,16GB,Windows 10,Intel,Core i7 6820HK,2.7GHz,512.0,512,1.0,0.0,0.0,Nvidia,GeForce GTX 1080,,2758.0
HP,Omen 17-W006na,Gaming,17.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300HQ,2.3GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 965M,,1399.0
Acer,TravelMate P259-G2,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 620,,619.0
Toshiba,Tecra A50-C-1ZV,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1119.0
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core M m7-6Y75,1.2GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 515,,1299.0
Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,AMD,FX 8800P,2.1GHz,512.0,512,1.0,0.0,0.0,AMD,Radeon R9 M385,,999.0
Dell,Latitude 7280,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics,,1472.2
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,8GB,No OS,Intel,Core i7 7500U,2.7GHz,1.0,0,1.0,0.0,0.0,Nvidia,GeForce 920MX,,685.0
Dell,Insprion 5767,Notebook,17.3,1600x900,4GB,Windows 10,Intel,Core i3 6006U,2.0GHz,1.0,0,1.0,0.0,0.0,AMD,Radeon R7 M445,,659.0
HP,ZBook Studio,Workstation,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6820HQ,2.7GHz,8.0,8,0.0,0.0,0.0,Nvidia,Quadro M1000M,,2249.0
Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7600U,2.8GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1775.0
Toshiba,Portege Z30-C-1CW,Notebook,13.3,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1460.0
Asus,Chromebook Flip,2 in 1 Convertible,12.5,Full HD 1920x1080,8GB,Chrome OS,Intel,Core M M7-6Y75,1.2GHz,0.0,0,0.0,64.0,0.0,Intel,HD Graphics 515,,1159.0
Lenovo,Thinkpad T460,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6600U,2.6GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1488.99
Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,512.0,512,1.0,0.0,0.0,Nvidia,GeForce GTX 1070,,3154.0
Dell,XPS 13,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7Y54,1.2GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 615,,1899.0
Dell,XPS 13,Ultrabook,13.3,Quad HD+ 3200x1800,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1268.0
Toshiba,Portege Z30-C-16Z,Notebook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300U,2.4GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1535.0
Lenovo,ThinkPad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300U,2.6GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1760.0
Acer,Aspire F5-573G-510L,Notebook,15.6,Full HD 1920x1080,12GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 950M,,1009.0
Toshiba,Portege X20W-D-10V,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 620,,1790.0
HP,ProBook 450,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i5 7200U,2.50GHz,1.0,0,1.0,0.0,0.0,Nvidia,GeForce 930MX,,846.5
Dell,Inspiron 3567,Notebook,15.6,1366x768,4GB,Linux,Intel,Core i3 6006U,2.0GHz,1.0,0,1.0,0.0,0.0,AMD,Radeon R5 M430,,465.62
Dell,Latitude 5580,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 620,,825.0
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 620,,685.0
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,32GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256.0,256,1.0,0.0,0.0,Nvidia,GeForce GTX 1070,,3149.0
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Nvidia,GeForce 920MX,,695.0
Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,16GB,Windows 10,Intel,Core i7 7Y75,1.3GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 615,,1899.0
Dell,Latitude E7470,Ultrabook,14.0,Touchscreen 2560x1440,8GB,Windows 10,Intel,Core i7 6600U,2.6GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1962.98
Dell,Alienware 17,Gaming,17.3,Full HD 1920x1080,32GB,Windows 10,Intel,Core i7 6700HQ,,256.0,256,1.0,0.0,0.0,Nvidia,GeForce GTX 1070,,2800.0
Toshiba,Tecra A40-C-1DF,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1180.0
Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256.0,256,1.0,0.0,0.0,Nvidia,GeForce GTX 1060,,2049.9
HP,Probook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.70GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce 930MX,,979.0
Lenovo,ThinkPad T460,Notebook,14.0,1366x768,4GB,Windows 7,Intel,Core i5 6200U,2.3GHz,0.0,0,0.0,0.0,508.0,Intel,HD Graphics 520,,1002.0
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512.0,512,2.0,0.0,0.0,Nvidia,GeForce GTX 950M,,1799.0
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,1366x768,6GB,Windows 10,Intel,Core i7 7500U,2.7GHz,1.0,0,1.0,0.0,0.0,Intel,HD Graphics 620,,579.0
Asus,Rog GL753VE-DS74,Gaming,17.3,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256.0,256,1.0,0.0,0.0,Nvidia,GTX 1050 Ti,,1749.0
Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,12GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 620,,1299.0
Toshiba,Portege Z30-C-1CV,Notebook,13.3,Full HD 1920x1080,4GB,Windows 7,Intel,Core i5 6200U,2.3GHz,128.0,128,0.0,0.0,0.0,Intel,HD Graphics 520,,1195.0
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,6GB,Windows 10,AMD,A12-Series 9720P,3.6GHz,256.0,256,0.0,0.0,0.0,AMD,Radeon 530,,549.0
Fujitsu,LifeBook A556,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,649.0
Toshiba,Tecra A40-C-1KF,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 520,,915.0
Dell,Inspiron 3567,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,500.0,0,500.0,0.0,0.0,AMD,Radeon R5 M430,,599.0
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,1.0,0,1.0,0.0,0.0,Intel,HD Graphics 620,,806.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 1060,,1189.0
Dell,Inspiron 5567,Notebook,15.6,1366x768,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,1.0,0,1.0,0.0,0.0,AMD,Radeon R7 M445,,749.0
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,128.0,128,0.0,0.0,0.0,Intel,Graphics 620,,1119.0
HP,EliteBook Folio,Netbook,12.5,Full HD 1920x1080,8GB,Windows 10,Intel,Core M 6Y75,1.2GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 515,,1908.0
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i3 6006U,2GHz,128.0,128,1.0,0.0,0.0,AMD,Radeon 520,,499.0
Lenovo,ThinkPad T560,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1349.0
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,889.0
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Quad HD+ 3200x1800,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1150.0
HP,Spectre 13-V111dx,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1349.0
Asus,Rog GL553VE-DS74,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,256.0,256,1.0,0.0,0.0,Nvidia,GTX 1050 Ti,,1799.0
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,512.0,512,0.0,0.0,0.0,Intel,HD Graphics 620,,2089.0
Acer,Nitro 5,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 1050,,1260.0
HP,ENVY -,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1189.0
Dell,Vostro 3568,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,128.0,128,0.0,0.0,0.0,Intel,HD Graphics 620,,547.0
HP,Probook 440,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 620,,779.0
Toshiba,Portege Z30-C-16H,Notebook,13.3,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,128.0,128,0.0,0.0,0.0,Intel,HD Graphics 520,,1195.0
HP,EliteBook 840,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 6300U,2.4GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1099.99
HP,ProBook 640,Notebook,14.0,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1205.0
HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 7,Intel,Core i7 6600U,2.6GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1449.0
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Nvidia,GeForce 930MX,,1049.26
HP,Probook 440,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 620,,684.0
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7300HQ,2.5GHz,0.0,0,0.0,0.0,10.0,Nvidia,GeForce GTX 1050,,949.0
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 620,,1539.0
HP,Elitebook 840,Notebook,14.0,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1590.0
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1887.21
HP,Probook 430,Notebook,13.3,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 620,,800.0
Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1210.0
HP,ProBook 450,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 7100U,2.4GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,769.99
Lenovo,ThinkPad P70,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,16GB,Windows 7,Intel,Core i7 6820HQ,2.7GHz,512.0,512,0.0,0.0,0.0,Nvidia,Quadro 3000M,,2968.0
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1490.0
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,2229.0
Dell,Inspiron 5568,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i3 6100U,2.3GHz,1.0,0,1.0,0.0,0.0,Intel,HD Graphics 520,,795.99
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1590.0
HP,Spectre 13-V100nv,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1149.0
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256.0,256,0.0,0.0,0.0,Nvidia,GeForce 930MX,,1185.43
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300U,2.4GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 520,,1046.44
HP,Elitebook 820,Ultrabook,12.5,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1559.0
HP,ProBook 650,,14.0,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 620,,1189.0
HP,ProBook 640,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 620,,1060.0
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1624.0
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Nvidia,GeForce 930MX,,1080.0
HP,ProBook 440,Notebook,14.0,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,973.0
Acer,Aspire 3,Notebook,15.6,1366x768,6GB,Windows 10,AMD,A9-Series 9420,3GHz,1.0,0,1.0,0.0,0.0,AMD,Radeon R5,,409.0
MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7700HQ,2.8GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 1050,,1191.8
HP,Probook 640,Notebook,14.0,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1195.0
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1228.99
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1349.0
HP,ProBook 450,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 620,,742.0
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 6600U,2.6GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1725.0
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6300U,2.4GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1062.95
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1010.51
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,4GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,847.0
Toshiba,Tecra A50-C-218,Notebook,15.6,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6500U,2.5GHz,256.0,256,0.0,0.0,0.0,Nvidia,GeForce 930M,,1425.0
Lenovo,Thinkpad L560,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1049.6
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 6200U,2.3GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 520,,1000.0
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i5 6300U,2.4GHz,256.0,256,500.0,0.0,0.0,Intel,HD Graphics 520,,2103.34
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,8GB,Windows 7,Intel,Core i5 6200U,2.3GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,1469.0
MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6820HK,2.7GHz,256.0,256,1.0,0.0,0.0,Nvidia,GeForce GTX 980M,,1545.64
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,128.0,128,1.0,0.0,0.0,Nvidia,GeForce GTX 980M,,2289.99
Lenovo,ThinkPad X1,Notebook,14.0,IPS Panel 2560x1440,16GB,Windows 7,Intel,Core i7 6600U,2.6GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 520,,2620.0
HP,Noteb Pav,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,1.0,0,1.0,0.0,0.0,Nvidia,GeForce 940MX,,979.0
Dell,Inspiron 5578,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8GB,Windows 10,Intel,Core i5 7200U,2.7GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1094.0
HP,ProBook 450,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,979.0
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,1.0,1,0.0,0.0,0.0,Intel,HD Graphics 620,,2254.0
HP,ProBook 650,Notebook,15.6,1366x768,4GB,Windows 10,Intel,Core i3 6100U,2.3GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 520,,705.15
HP,250 G5,Notebook,15.6,1366x768,4GB,No OS,Intel,Core i5 7200U,2.5GHz,500.0,0,500.0,0.0,0.0,Intel,HD Graphics 620,,499.0
Acer,Aspire ES1-523,Notebook,15.6,1366x768,8GB,Windows 10,AMD,A8-Series 7410,2.2GHz,1.0,0,1.0,0.0,0.0,AMD,Radeon R5,,449.0
Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,12GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1299.0
MSI,GT62VR 6RD,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256.0,256,1.0,0.0,0.0,Nvidia,GeForce GTX 1060,,1819.0
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,8GB,Windows 10,Intel,Core i7 7500U,2.7GHz,256.0,256,0.0,0.0,0.0,Intel,HD Graphics 620,,1070.0
Asus,Rog G752VL-GC088D,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,No OS,Intel,Core i7 6700HQ,2.6GHz,1.0,0,1.0,0.0,0.0,Nvidia,GeForce GTX 965M,,998.0
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,4GB,Windows 10,Intel,Core i5 7200U,2.5GHz,1.0,0,1.0,0.0,0.0,Intel,HD Graphics,,559.0
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 7500U,2.7GHz,2.0,0,2.0,0.0,0.0,AMD,Radeon R7 M445,,989.99
MSI,GS63VR 6RF,Gaming,15.6,Full HD 1920x1080,16GB,Windows 10,Intel,Core i7 6700HQ,2.6GHz,256.0,256,1.0,0.0,0.0,Nvidia,GeForce GTX 1060,,1929.0
